,genres
2047,"['thriller', 'drama', 'crime']"
2048,"['scifi', 'action', 'comedy', 'animation']"
2049,"['fantasy', 'horror', 'thriller', 'action', 'crime', 'drama']"
2050,"['drama', 'action', 'history', 'romance', 'war']"
2051,"['thriller', 'fantasy', 'action', 'crime', 'scifi']"
2052,['comedy']
2053,"['romance', 'comedy']"
2054,"['drama', 'comedy', 'sport', 'european']"
2055,"['comedy', 'family', 'fantasy', 'horror', 'animation']"
2056,"['drama', 'action', 'war']"
2057,"['drama', 'family']"
2058,"['comedy', 'reality']"
2059,['comedy']
2060,"['drama', 'crime', 'thriller']"
2061,"['drama', 'fantasy', 'horror', 'thriller', 'european']"
2062,"['comedy', 'european']"
2063,"['comedy', 'action']"
2064,"['thriller', 'horror', 'crime', 'scifi']"
2065,"['thriller', 'horror']"
2066,"['crime', 'thriller', 'drama', 'european']"
2067,"['drama', 'crime']"
2068,"['crime', 'thriller']"
2069,"['fantasy', 'drama', 'romance']"
2070,"['drama', 'fantasy']"
2071,"['thriller', 'horror']"
2072,"['crime', 'documentation']"
2073,"['comedy', 'sport']"
2074,"['reality', 'comedy']"
2075,"['animation', 'music', 'romance', 'comedy', 'drama']"
2076,"['scifi', 'action', 'drama', 'fantasy', 'thriller', 'music']"
2077,['comedy']
2078,"['fantasy', 'comedy', 'family', 'romance', 'animation']"
2079,['drama']
2080,"['comedy', 'drama']"
2081,"['documentation', 'sport']"
2082,"['drama', 'thriller']"
2083,"['horror', 'thriller', 'comedy', 'fantasy', 'european']"
2084,"['thriller', 'european', 'crime', 'romance']"
2085,"['comedy', 'drama']"
2086,"['thriller', 'horror', 'drama', 'fantasy']"
2087,"['drama', 'comedy', 'war']"
2088,"['thriller', 'drama', 'action', 'scifi']"
2089,"['crime', 'thriller', 'action', 'european']"
2090,"['drama', 'romance']"
2091,"['drama', 'thriller']"
2092,['comedy']
2093,['documentation']
2094,"['music', 'documentation']"
2095,"['drama', 'comedy']"
2096,"['animation', 'family']"
2097,['comedy']
2098,"['documentation', 'comedy', 'history']"
2099,['comedy']
2100,['drama']
2101,['crime']
2102,['comedy']
2103,['drama']
2104,"['action', 'animation', 'comedy', 'drama', 'family', 'western', 'documentation']"
2105,"['thriller', 'horror', 'drama']"
2106,"['drama', 'romance', 'european']"
2107,"['fantasy', 'comedy', 'drama']"
2108,"['thriller', 'scifi']"
2109,"['drama', 'european']"
2110,"['comedy', 'european']"
2111,"['crime', 'thriller', 'action']"
2112,"['comedy', 'drama', 'crime', 'documentation']"
2113,"['documentation', 'music']"
2114,"['comedy', 'music', 'documentation']"
2115,"['scifi', 'action', 'fantasy', 'war', 'animation']"
2116,"['documentation', 'war', 'history']"
2117,['documentation']
2118,['documentation']
2119,"['drama', 'comedy', 'romance']"
2120,"['comedy', 'drama', 'romance']"
2121,['comedy']
2122,"['fantasy', 'animation', 'comedy', 'family']"
2123,['drama']
2124,['animation']
2125,"['drama', 'horror', 'thriller', 'european']"
2126,"['crime', 'documentation']"
2127,"['drama', 'music']"
2128,['drama']
2129,"['drama', 'comedy']"
2130,"['crime', 'action', 'european']"
2131,['documentation']
2132,['comedy']
2133,['comedy']
2134,['comedy']
2135,['comedy']
2136,"['thriller', 'music', 'drama', 'comedy', 'crime']"
2137,"['drama', 'romance']"
2138,"['animation', 'comedy', 'family', 'action']"
2139,['documentation']
2140,"['drama', 'comedy']"
2141,['thriller']
2142,"['thriller', 'crime', 'drama']"
2143,"['crime', 'drama', 'scifi', 'thriller']"
2144,['comedy']
2145,"['action', 'comedy']"
2146,"['scifi', 'drama', 'romance', 'european']"
2147,"['horror', 'drama', 'scifi', 'thriller', 'action', 'european']"
2148,"['romance', 'drama']"
2149,"['action', 'crime', 'drama', 'thriller']"
2150,['documentation']
2151,"['drama', 'history', 'war']"
2152,"['thriller', 'fantasy', 'scifi', 'drama', 'romance']"
2153,['comedy']
2154,"['animation', 'family']"
2155,"['drama', 'thriller', 'crime', 'history', 'war', 'documentation']"
2156,"['drama', 'comedy']"
2157,"['comedy', 'animation', 'family', 'fantasy']"
2158,"['comedy', 'romance', 'fantasy', 'horror']"
2159,"['comedy', 'drama']"
2160,['drama']
2161,"['documentation', 'drama', 'history', 'romance', 'european']"
2162,"['scifi', 'action', 'crime', 'thriller']"
2163,"['comedy', 'romance']"
2164,"['drama', 'family', 'romance', 'comedy']"
2165,"['action', 'scifi', 'thriller', 'drama']"
2166,"['documentation', 'crime']"
2167,"['thriller', 'comedy', 'crime', 'drama']"
2168,"['action', 'fantasy', 'scifi', 'animation', 'comedy', 'family']"
2169,['comedy']
2170,"['animation', 'action', 'scifi', 'horror']"
2171,"['scifi', 'thriller', 'animation', 'action', 'drama']"
2172,"['scifi', 'animation', 'fantasy']"
2173,"['thriller', 'crime', 'drama', 'european']"
2174,"['comedy', 'family', 'drama', 'romance']"
2175,"['war', 'drama', 'action', 'thriller']"
2176,"['drama', 'comedy', 'crime', 'european']"
2177,"['thriller', 'drama', 'war', 'history', 'european']"
2178,"['comedy', 'scifi', 'animation', 'drama', 'family']"
2179,"['crime', 'drama', 'thriller']"
2180,"['drama', 'history']"
2181,"['scifi', 'drama', 'fantasy', 'horror']"
2182,"['scifi', 'animation', 'action', 'comedy', 'family']"
2183,"['drama', 'crime']"
2184,"['scifi', 'animation', 'action', 'crime']"
2185,['comedy']
2186,"['scifi', 'animation', 'action']"
2187,"['drama', 'fantasy', 'romance']"
2188,"['action', 'scifi', 'animation', 'drama', 'fantasy']"
2189,"['drama', 'european']"
2190,"['thriller', 'action', 'drama', 'crime', 'european']"
2191,"['reality', 'documentation']"
2192,"['crime', 'thriller', 'drama', 'horror', 'comedy']"
2193,"['fantasy', 'action']"
2194,"['family', 'fantasy', 'animation']"
2195,"['drama', 'romance']"
2196,"['fantasy', 'action', 'comedy']"
2197,['comedy']
2198,"['drama', 'thriller', 'crime']"
2199,"['action', 'scifi', 'thriller']"
2200,"['drama', 'action']"
2201,"['comedy', 'fantasy', 'horror']"
2202,"['music', 'documentation']"
2203,"['action', 'scifi', 'thriller', 'drama', 'romance']"
2204,"['comedy', 'family', 'animation']"
2205,"['fantasy', 'scifi', 'action']"
2206,"['scifi', 'crime', 'drama']"
2207,"['thriller', 'action', 'drama']"
2208,['comedy']
2209,"['crime', 'drama', 'family']"
2210,"['thriller', 'crime', 'european']"
2211,"['animation', 'drama', 'western', 'european']"
2212,"['scifi', 'action', 'drama', 'thriller', 'horror', 'animation', 'fantasy', 'crime']"
2213,['reality']
2214,"['drama', 'war', 'european']"
2215,"['drama', 'action', 'history', 'crime']"
2216,"['action', 'thriller', 'crime', 'drama']"
2217,"['scifi', 'fantasy', 'family', 'european']"
2218,"['documentation', 'crime']"
2219,"['drama', 'history', 'action', 'thriller', 'comedy', 'documentation']"
2220,"['drama', 'comedy']"
2221,"['drama', 'fantasy', 'horror', 'thriller', 'crime']"
2222,"['reality', 'documentation']"
2223,"['war', 'crime', 'documentation', 'thriller', 'comedy', 'drama']"
2224,"['comedy', 'crime', 'animation', 'action']"
2225,"['action', 'scifi', 'thriller', 'animation', 'drama', 'fantasy']"
2226,"['comedy', 'music', 'documentation']"
2227,"['drama', 'comedy', 'reality']"
2228,"['crime', 'thriller', 'drama']"
2229,"['drama', 'scifi', 'horror', 'romance', 'thriller']"
2230,"['thriller', 'horror']"
2231,"['drama', 'history', 'european']"
2232,"['action', 'drama', 'history']"
2233,['reality']
2234,"['documentation', 'fantasy', 'european']"
2235,"['drama', 'scifi', 'thriller', 'fantasy']"
2236,"['comedy', 'romance']"
2237,"['scifi', 'thriller', 'drama']"
2238,"['fantasy', 'animation', 'family', 'music', 'comedy']"
2239,['documentation']
2240,"['drama', 'thriller']"
2241,"['comedy', 'romance', 'drama']"
2242,"['action', 'thriller', 'crime', 'drama']"
2243,"['comedy', 'drama']"
2244,"['comedy', 'european']"
2245,"['drama', 'romance', 'comedy', 'fantasy']"
2246,"['horror', 'thriller']"
2247,"['comedy', 'drama', 'action']"
2248,"['scifi', 'action', 'comedy', 'fantasy']"
2249,"['documentation', 'war']"
2250,"['thriller', 'drama']"
2251,"['comedy', 'crime', 'thriller']"
2252,"['crime', 'scifi', 'thriller', 'animation', 'action', 'comedy', 'european']"
2253,"['comedy', 'family', 'fantasy', 'animation']"
2254,"['thriller', 'action', 'drama']"
2255,"['drama', 'romance']"
2256,"['documentation', 'european']"
2257,"['drama', 'comedy', 'romance', 'european']"
2258,"['comedy', 'drama', 'scifi', 'romance', 'thriller', 'fantasy', 'european']"
2259,"['fantasy', 'family', 'comedy']"
2260,"['drama', 'comedy', 'european']"
2261,"['comedy', 'drama', 'crime']"
2262,"['drama', 'reality', 'family', 'comedy', 'documentation', 'music', 'european']"
2263,"['crime', 'documentation']"
2264,"['comedy', 'drama', 'family', 'romance']"
2265,"['drama', 'war']"
2266,"['comedy', 'drama', 'romance']"
2267,"['comedy', 'action', 'animation', 'fantasy', 'thriller']"
2268,"['crime', 'documentation', 'drama']"
2269,"['drama', 'comedy', 'sport']"
2270,"['action', 'scifi', 'fantasy', 'drama']"
2271,"['crime', 'comedy', 'european']"
2272,"['documentation', 'crime', 'sport']"
2273,['drama']
2274,"['drama', 'family', 'music']"
2275,"['animation', 'action', 'comedy', 'family']"
2276,"['animation', 'action', 'family', 'scifi', 'comedy']"
2277,"['crime', 'action']"
2278,"['documentation', 'crime', 'drama']"
2279,['comedy']
2280,"['action', 'drama', 'crime']"
2281,"['history', 'documentation']"
2282,"['crime', 'drama']"
2283,"['drama', 'romance']"
2284,"['scifi', 'animation', 'drama', 'fantasy']"
2285,"['comedy', 'animation', 'action', 'family', 'fantasy']"
2286,"['drama', 'comedy', 'romance']"
2287,"['drama', 'thriller', 'action', 'crime']"
2288,"['comedy', 'drama', 'family', 'action', 'documentation']"
2289,"['romance', 'drama', 'european']"
2290,['comedy']
2291,"['comedy', 'drama']"
2292,"['drama', 'romance', 'history', 'music']"
2293,"['action', 'scifi', 'animation']"
2294,"['drama', 'thriller', 'crime']"
2295,['comedy']
2296,['comedy']
2297,"['drama', 'romance', 'european']"
2298,"['documentation', 'music']"
2299,"['drama', 'crime', 'european']"
2300,['documentation']
2301,['documentation']
2302,['drama']
2303,"['action', 'animation', 'comedy', 'romance']"
2304,"['drama', 'history']"
2305,['documentation']
2306,"['drama', 'sport']"
2307,"['comedy', 'european']"
2308,['thriller']
2309,['comedy']
2310,['reality']
2311,['drama']
2312,['reality']
2313,"['thriller', 'crime', 'drama', 'romance']"
2314,"['comedy', 'drama', 'romance', 'european']"
2315,"['drama', 'thriller']"
2316,"['comedy', 'documentation']"
2317,"['drama', 'thriller']"
2318,"['scifi', 'animation', 'action', 'comedy', 'family']"
2319,"['comedy', 'documentation']"
2320,"['war', 'crime', 'drama', 'thriller']"
2321,"['scifi', 'romance', 'drama', 'fantasy']"
2322,"['scifi', 'family', 'fantasy', 'horror', 'thriller', 'drama']"
2323,"['fantasy', 'animation', 'drama', 'family', 'comedy']"
2324,['comedy']
2325,"['action', 'romance', 'thriller', 'scifi', 'family', 'comedy', 'drama', 'animation']"
2326,['documentation']
2327,"['documentation', 'history', 'european']"
2328,"['drama', 'action', 'history', 'war', 'thriller']"
2329,"['action', 'war', 'drama']"
2330,"['scifi', 'animation', 'action']"
2331,"['crime', 'action', 'documentation']"
2332,"['music', 'documentation']"
2333,"['documentation', 'european']"
2334,['comedy']
2335,"['thriller', 'crime', 'european']"
2336,['documentation']
2337,"['scifi', 'animation', 'action']"
2338,"['scifi', 'drama', 'fantasy', 'romance', 'family']"
2339,"['documentation', 'sport', 'european']"
2340,"['animation', 'comedy', 'family', 'fantasy']"
2341,"['comedy', 'music']"
2342,"['comedy', 'animation']"
2343,"['crime', 'drama', 'thriller']"
2344,['comedy']
2345,['documentation']
2346,"['fantasy', 'family', 'drama', 'comedy', 'thriller', 'music', 'animation']"
2347,"['scifi', 'action', 'history', 'horror', 'animation']"
2348,"['crime', 'romance', 'thriller', 'drama']"
2349,['comedy']
2350,"['drama', 'comedy', 'romance']"
2351,"['drama', 'crime', 'thriller']"
2352,"['comedy', 'documentation']"
2353,['comedy']
2354,['comedy']
2355,['comedy']
2356,"['comedy', 'fantasy', 'romance']"
2357,"['reality', 'european']"
2358,['documentation']
2359,"['reality', 'documentation', 'sport']"
2360,"['drama', 'crime', 'thriller', 'action']"
2361,"['documentation', 'music']"
2362,"['comedy', 'family', 'fantasy', 'european']"
2363,"['comedy', 'documentation']"
2364,"['drama', 'european']"
2365,"['comedy', 'drama', 'european']"
2366,['documentation']
2367,"['fantasy', 'animation', 'comedy', 'family']"
2368,"['war', 'documentation', 'history', 'european']"
2369,"['drama', 'history', 'european']"
2370,"['drama', 'comedy', 'animation']"
2371,"['documentation', 'drama']"
2372,['animation']
2373,"['thriller', 'drama', 'romance', 'sport', 'european']"
2374,"['western', 'horror', 'action']"
2375,"['drama', 'animation', 'romance']"
2376,"['comedy', 'drama', 'music']"
2377,"['action', 'thriller', 'crime', 'drama']"
2378,"['comedy', 'drama']"
2379,['drama']
2380,"['scifi', 'drama', 'fantasy', 'horror', 'thriller', 'family']"
2381,['documentation']
2382,"['comedy', 'fantasy', 'animation']"
2383,"['animation', 'fantasy']"
2384,"['thriller', 'action']"
2385,['action']
2386,"['music', 'comedy']"
2387,"['crime', 'drama', 'thriller']"
2388,"['drama', 'action']"
2389,"['action', 'animation', 'comedy', 'crime', 'drama']"
2390,"['drama', 'crime']"
2391,['documentation']
2392,"['thriller', 'crime', 'action']"
2393,"['crime', 'drama']"
2394,['documentation']
2395,"['drama', 'thriller']"
2396,"['scifi', 'animation', 'action']"
2397,['music']
2398,['documentation']
2399,['documentation']
2400,['documentation']
2401,"['comedy', 'drama']"
2402,"['comedy', 'documentation']"
2403,"['comedy', 'reality']"
2404,"['drama', 'comedy', 'romance']"
2405,"['drama', 'crime']"
2406,"['comedy', 'scifi', 'action', 'animation', 'family', 'fantasy']"
2407,['documentation']
2408,"['comedy', 'documentation']"
2409,"['scifi', 'drama', 'fantasy', 'romance']"
2410,"['reality', 'action']"
2411,"['thriller', 'drama', 'action', 'crime', 'european']"
2412,"['western', 'drama', 'action', 'european']"
2413,"['documentation', 'european']"
2414,"['crime', 'drama']"
2415,"['comedy', 'documentation']"
2416,"['comedy', 'european']"
2417,"['drama', 'romance', 'comedy']"
2418,"['action', 'fantasy', 'animation']"
2419,"['drama', 'romance', 'music', 'european']"
2420,"['fantasy', 'animation', 'action']"
2421,"['romance', 'comedy', 'drama']"
2422,['comedy']
2423,['fantasy']
2424,"['drama', 'comedy', 'crime']"
2425,"['comedy', 'romance']"
2426,"['comedy', 'fantasy', 'animation', 'family', 'drama']"
2427,"['comedy', 'action']"
2428,['family']
2429,"['comedy', 'family', 'fantasy', 'romance', 'european']"
2430,['documentation']
2431,"['romance', 'comedy', 'family']"
2432,"['comedy', 'drama']"
2433,"['scifi', 'sport', 'documentation', 'reality']"
2434,"['western', 'drama', 'thriller', 'action']"
2435,['comedy']
2436,['reality']
2437,['comedy']
2438,['comedy']
2439,"['comedy', 'family', 'european']"
2440,"['drama', 'scifi']"
2441,"['drama', 'music', 'documentation']"
2442,"['documentation', 'reality']"
2443,"['comedy', 'romance', 'european']"
2444,"['drama', 'crime', 'history', 'european']"
2445,['comedy']
2446,"['comedy', 'documentation']"
2447,"['documentation', 'european']"
2448,"['drama', 'action']"
2449,"['drama', 'european']"
2450,"['drama', 'crime', 'thriller', 'action', 'european']"
2451,['comedy']
2452,"['comedy', 'romance']"
2453,"['drama', 'thriller', 'action', 'crime']"
2454,"['romance', 'drama']"
2455,"['drama', 'comedy']"
2456,"['drama', 'comedy', 'romance']"
2457,['comedy']
2458,"['thriller', 'action', 'crime']"
2459,"['drama', 'thriller', 'comedy', 'history', 'romance', 'action']"
2460,['documentation']
2461,"['romance', 'drama', 'family', 'comedy']"
2462,['comedy']
2463,"['reality', 'documentation']"
2464,"['thriller', 'drama', 'horror', 'fantasy', 'action', 'crime', 'european']"
2465,"['documentation', 'family']"
2466,"['comedy', 'documentation']"
2467,"['comedy', 'family']"
2468,"['comedy', 'crime', 'family']"
2469,"['fantasy', 'family']"
2470,"['drama', 'action', 'crime']"
2471,"['animation', 'family']"
2472,"['drama', 'sport']"
2473,"['comedy', 'animation']"
2474,"['drama', 'documentation', 'fantasy', 'romance', 'scifi', 'family', 'animation']"
2475,"['action', 'scifi', 'animation', 'comedy', 'drama', 'family']"
2476,"['fantasy', 'animation', 'family', 'european']"
2477,"['history', 'documentation']"
2478,"['romance', 'drama']"
2479,"['comedy', 'drama', 'romance']"
2480,"['action', 'scifi']"
2481,"['documentation', 'history']"
2482,['documentation']
2483,"['comedy', 'drama']"
2484,['documentation']
2485,"['fantasy', 'scifi', 'animation', 'action', 'comedy']"
2486,"['drama', 'scifi', 'comedy']"
2487,"['romance', 'comedy', 'scifi']"
2488,['reality']
2489,"['documentation', 'sport']"
2490,"['crime', 'documentation']"
2491,"['drama', 'fantasy', 'romance']"
2492,['documentation']
2493,"['thriller', 'drama', 'action', 'crime']"
2494,"['comedy', 'european']"
2495,[]
2496,"['thriller', 'action', 'fantasy', 'scifi', 'comedy', 'drama']"
2497,"['reality', 'documentation']"
2498,"['comedy', 'drama', 'romance']"
2499,"['comedy', 'drama', 'romance']"
2500,['documentation']
2501,['drama']
2502,"['comedy', 'drama', 'romance']"
2503,['documentation']
2504,"['comedy', 'documentation']"
2505,"['horror', 'comedy']"
2506,"['comedy', 'romance', 'drama', 'european']"
2507,['reality']
2508,"['comedy', 'drama']"
2509,"['scifi', 'animation', 'action', 'fantasy', 'horror']"
2510,['documentation']
2511,"['action', 'comedy', 'family', 'music', 'animation']"
2512,"['drama', 'thriller', 'european']"
2513,['documentation']
2514,"['drama', 'european']"
2515,['documentation']
2516,"['comedy', 'drama', 'romance']"
2517,"['comedy', 'european']"
2518,"['comedy', 'documentation']"
2519,"['scifi', 'drama', 'animation', 'fantasy']"
2520,['reality']
2521,"['comedy', 'european']"
2522,"['reality', 'drama']"
2523,"['drama', 'comedy']"
2524,"['thriller', 'animation', 'drama']"
2525,['documentation']
2526,"['crime', 'thriller', 'drama']"
2527,"['action', 'scifi', 'comedy', 'drama']"
2528,"['romance', 'drama']"
2529,"['scifi', 'action', 'animation', 'comedy', 'fantasy']"
